"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mytilidae,%20Lucinidae,%20Pectinidae,%20Pholadomyidae,%20Veneridae&taxon_reso=species&idqual=certain&max_ma=251.9&min_ma=0&show=class,classext,refattr,acconly"
"Access Time","Thu 2020-01-16 18:06:21 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mytilidae, Lucinidae, Pectinidae, Pholadomyidae, Veneridae"
"","idreso","species"
"","idqual","certain"
"","min_ma","0"
"","max_ma","251.9"
"","timerule","major"
"","taxon_status","all"
"","show","class,classext,refattr,acconly"
"Elapsed Time","0.786"
"Records Found","16488"
"Records Returned","16488"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","phylum_no","class","class_no","order","order_no","family","family_no","genus","genus_no","subgenus_no"
"354781","occ","","","33662","Goniomya (Goniomya) asientosensis","species","313016","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Goniomya (Goniomya)","18744","264954"
"354789","occ","","","33662","Cavilucina (Mesomiltha) bellona","species","170095","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Cavilucina (Mesomiltha)","17452","170094"
"354797","occ","","","33662","Pholadomya (Pholadomya) corrugata","species","313003","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"354798","occ","","","33662","Pholadomya (Pholadomya) multilineata","species","313012","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"354799","occ","","","33662","Pholadomya (Pholadomya) fidicula","species","197469","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"354805","occ","","","33662","Radulonectites sosneadoensis","species","301652","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Radulonectites","16999",""
"354811","occ","","","33663","Chlamys textoria","species","210145","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"354821","occ","","","33663","Cavilucina (Mesomiltha) bellona","species","170095","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Cavilucina (Mesomiltha)","17452","170094"
"354823","occ","","","33663","Modiolus giganteus","species","197456","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"354825","occ","","","33663","Pholadomya (Pholadomya) corrugata","species","313003","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"354826","occ","","","33663","Pholadomya (Pholadomya) fidicula","species","197469","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"354836","occ","","","33663","Radulonectites sosneadoensis","species","301652","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Radulonectites","16999",""
"354847","occ","","","33664","Cavilucina (Mesomiltha) bellona","species","170095","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Cavilucina (Mesomiltha)","17452","170094"
"354860","occ","","","33665","Pholadomya (Pholadomya) corrugata","species","313003","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"354875","occ","","","33666","Cavilucina (Mesomiltha) bellona","species","170095","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Cavilucina (Mesomiltha)","17452","170094"
"354901","occ","","","33669","Modiolus giganteus","species","197456","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"354915","occ","","","33875","Cavilucina (Mesomiltha) bellona","species","170095","Late Toarcian","","180.1","175.6","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Cavilucina (Mesomiltha)","17452","170094"
"354916","occ","","","33875","Modiolus (Modiolus) imbricatus","species","160346","Late Toarcian","","180.1","175.6","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus (Modiolus)","77219","119089"
"354918","occ","","","33875","Modiolus giganteus","species","197456","Late Toarcian","","180.1","175.6","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"354919","occ","","","33875","Pholadomya (Pholadomya) fidicula","species","197469","Late Toarcian","","180.1","175.6","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"354934","occ","","","33876","Cavilucina (Mesomiltha) bellona","species","170095","Late Toarcian","","180.1","175.6","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Cavilucina (Mesomiltha)","17452","170094"
"354936","occ","","","33876","Modiolus giganteus","species","197456","Late Toarcian","","180.1","175.6","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"354938","occ","","","33876","Pholadomya (Pholadomya) fidicula","species","197469","Late Toarcian","","180.1","175.6","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"354946","occ","","","33877","Chlamys textoria","species","210145","Late Toarcian","","180.1","175.6","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"354957","occ","","","33877","Pholadomya (Pholadomya) fidicula","species","197469","Late Toarcian","","180.1","175.6","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"354971","occ","","","33879","Camptonectes (Camptonectes) auritus","species","166412","Late Toarcian","","180.1","175.6","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes (Camptonectes)","16531","166409"
"354979","occ","","","33879","Pholadomya (Pholadomya) fidicula","species","197469","Late Toarcian","","180.1","175.6","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"354985","occ","","","33880","Camptonectes (Camptonectes) auritus","species","166412","Late Toarcian","","180.1","175.6","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes (Camptonectes)","16531","166409"
"354990","occ","","","33880","Pholadomya (Pholadomya) fidicula","species","197469","Late Toarcian","","180.1","175.6","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"354997","occ","","","33881","Chlamys textoria","species","210145","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"355004","occ","","","33881","Pholadomya (Pholadomya) corrugata","species","313003","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"355019","occ","","","33882","Pholadomya (Pholadomya) corrugata","species","313003","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"355020","occ","","","33882","Pholadomya (Pholadomya) multilineata","species","313012","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"355039","occ","","","33883","Cavilucina (Mesomiltha) bellona","species","170095","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Cavilucina (Mesomiltha)","17452","170094"
"355046","occ","","","33883","Pholadomya (Pholadomya) corrugata","species","313003","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"355047","occ","","","33883","Pholadomya (Pholadomya) multilineata","species","313012","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"355048","occ","","","33883","Pholadomya (Pholadomya) fidicula","species","197469","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"355839","occ","","","31623","Modiolus salzstettensis","species","216978","Pelsonian","Illyrian","247.2","242","Stiller","2001","8524","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"355871","occ","","","31623","Schafhaeutlia astartiformis","species","137324","Pelsonian","Illyrian","247.2","242","Stiller","2001","8524","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Schafhaeutlia","18222",""
"355914","occ","","","33884","Goniomya (Goniomya) asientosensis","species","313016","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Goniomya (Goniomya)","18744","264954"
"355915","occ","","","33884","Cavilucina (Mesomiltha) bellona","species","170095","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Cavilucina (Mesomiltha)","17452","170094"
"355917","occ","","","33884","Pholadomya (Pholadomya) multilineata","species","313012","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"355927","occ","","","33886","Chlamys textoria","species","210145","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"355936","occ","","","33886","Cavilucina (Mesomiltha) bellona","species","170095","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Cavilucina (Mesomiltha)","17452","170094"
"355940","occ","","","33886","Pholadomya (Pholadomya) corrugata","species","313003","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"355954","occ","","","33887","Chlamys textoria","species","210145","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"355957","occ","","","33887","Goniomya (Goniomya) asientosensis","species","313016","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Goniomya (Goniomya)","18744","264954"
"355960","occ","","","33887","Cavilucina (Mesomiltha) bellona","species","170095","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Cavilucina (Mesomiltha)","17452","170094"
"355962","occ","","","33887","Modiolus giganteus","species","197456","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"355969","occ","","","33887","Pholadomya (Pholadomya) corrugata","species","313003","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"355970","occ","","","33887","Pholadomya (Pholadomya) multilineata","species","313012","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"355971","occ","","","33887","Pholadomya (Pholadomya) fidicula","species","197469","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"355980","occ","","","33888","Goniomya (Goniomya) asientosensis","species","313016","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Goniomya (Goniomya)","18744","264954"
"355982","occ","","","33888","Cavilucina (Mesomiltha) bellona","species","170095","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Cavilucina (Mesomiltha)","17452","170094"
"355987","occ","","","33888","Pholadomya (Pholadomya) corrugata","species","313003","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"355988","occ","","","33888","Pholadomya (Pholadomya) multilineata","species","313012","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"355989","occ","","","33888","Pholadomya (Pholadomya) fidicula","species","197469","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"356003","occ","","","33889","Chlamys textoria","species","210145","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"356007","occ","","","33889","Goniomya (Goniomya) asientosensis","species","313016","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Goniomya (Goniomya)","18744","264954"
"356009","occ","","","33889","Cavilucina (Mesomiltha) bellona","species","170095","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Cavilucina (Mesomiltha)","17452","170094"
"356012","occ","","","33889","Pholadomya (Pholadomya) corrugata","species","313003","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
"356013","occ","","","33889","Pholadomya (Pholadomya) multilineata","species","313012","Late Pliensbachian","","189.6","183","Aberhan","1992","487","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Pholadomya (Pholadomya)","18795","245710"
